,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__max_features,param_classifier__max_iter,param_classifier__max_samples,param_classifier__n_estimators,param_classifier__C,param_classifier__l1_ratio,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score,outer_splits,outer_split_test_score
10,0,50,0.3587578535079956,0.005053162574768066,0.009093284606933594,0.0010242462158203125,LogisticRegression,,,,,,,0.0010908455183962916,0.230893825622149,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
11,0,50,0.39472007751464844,0.0,0.01009225845336914,0.0,HistGradientBoostingClassifier,0.11130846264263228,9.0,0.849875420562548,256.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
12,0,50,0.3496570587158203,0.004029035568237305,0.009329080581665039,0.001264333724975586,LogisticRegression,,,,,,,0.005870909837483222,0.662522284353982,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
13,0,50,1.4295867681503296,0.026277661323547363,0.05659914016723633,0.0040438175201416016,RandomForestClassifier,,,0.48264028704212025,,0.28714749658136995,610.0,,,0.7090607954866787,0.5584403908234905,0.6337505931550846,0.07531020233159408,202,0.9330250341152236,0.9379228369755696,0.9354739355453966,0.002448901430172956,1,0.9665499514239517
14,0,50,0.33807289600372314,0.004114270210266113,0.010423541069030762,0.00031626224517822266,LogisticRegression,,,,,,,0.8099171705644891,0.7751328233611146,0.5719542505556238,0.2882230614245955,0.4300886559901096,0.14186559456551415,235,0.7320657959980985,0.17054221752815663,0.45130400676312754,0.28076178923497097,1,0.9665499514239517
15,0,50,1.7100125551223755,0.009070992469787598,0.07982301712036133,0.00908350944519043,RandomForestClassifier,,,0.45563521240163296,,0.9339929792144148,754.0,,,0.7090607954866787,0.5249458846568681,0.6170033400717734,0.09205745541490529,216,1.0,1.0,1.0,0.0,1,0.9665499514239517
16,0,50,0.41527068614959717,0.01014244556427002,0.014175057411193848,0.003972172737121582,HistGradientBoostingClassifier,0.0018033873478928528,3.0,0.14070456001948428,392.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
17,0,50,0.35555267333984375,0.009098291397094727,0.0050650835037231445,0.003023982048034668,LogisticRegression,,,,,,,0.006405337560410423,0.8287375091519293,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
18,0,50,0.9903784990310669,0.02019655704498291,0.040421485900878906,2.6226043701171875e-06,RandomForestClassifier,,,0.9687297765377242,,0.6463308229180162,348.0,,,0.8194534941852035,0.5584403908234905,0.6889469425043471,0.1305065516808565,166,1.0,0.9379228369755696,0.9689614184877848,0.031038581512215224,1,0.9665499514239517
19,0,50,0.38121306896209717,0.01515495777130127,0.01009988784790039,2.47955322265625e-05,LogisticRegression,,,,,,,0.2538362129236414,0.07455064367977082,0.5132701190790695,0.2882230614245955,0.40074659025183246,0.11252352882723701,254,0.6715681162974194,0.17054221752815663,0.421055166912788,0.2505129493846314,1,0.9665499514239517
20,0,50,0.384258508682251,0.020212411880493164,0.009082794189453125,0.0010399818420410156,HistGradientBoostingClassifier,0.018376614392740805,6.0,0.36413935724623436,112.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
21,0,50,0.3899725675582886,0.006071925163269043,0.0050601959228515625,0.0050601959228515625,HistGradientBoostingClassifier,0.1310849023542618,11.0,0.7941433120173511,166.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
22,0,50,0.42539310455322266,0.0010268688201904297,0.01920020580291748,0.001009821891784668,HistGradientBoostingClassifier,0.0890506686956395,13.0,0.8650347200108194,504.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
23,0,50,0.35362565517425537,0.0020581483840942383,0.006064653396606445,0.0040242671966552734,LogisticRegression,,,,,,,0.0015171542655571895,0.3109823217156622,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
24,0,50,0.3637535572052002,0.020195484161376953,0.009124994277954102,0.0010499954223632812,LogisticRegression,,,,,,,0.15347353284902665,0.6375574713552131,0.45453510621013815,0.23204216838059472,0.3432886372953664,0.11124646891477172,273,0.7320657959980985,0.21713222235566895,0.47459900917688375,0.2574667868212148,1,0.9665499514239517
25,0,50,0.4970560073852539,0.03029775619506836,0.0202103853225708,4.887580871582031e-06,HistGradientBoostingClassifier,0.047776144970151695,6.0,0.9745408858501934,864.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
26,0,50,0.3798290491104126,0.004020810127258301,0.009063482284545898,0.0010204315185546875,LogisticRegression,,,,,,,0.0477873300889303,0.770967179954561,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
27,0,50,0.4297928810119629,0.005039215087890625,0.015153288841247559,0.005045056343078613,HistGradientBoostingClassifier,0.001292460491292025,10.0,0.19980173873064822,495.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
28,0,50,0.4651651382446289,0.01818084716796875,0.01112055778503418,0.0010304450988769531,HistGradientBoostingClassifier,0.001214258967997328,9.0,0.382920382968694,557.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
29,0,50,1.6692142486572266,0.005062580108642578,0.08617186546325684,0.01519322395324707,RandomForestClassifier,,,0.22539830896528812,,0.6439756413500355,585.0,,,0.7090607954866787,0.5584403908234905,0.6337505931550846,0.07531020233159408,202,1.0,0.9379228369755696,0.9689614184877848,0.031038581512215224,1,0.9665499514239517
30,0,50,0.36427831649780273,0.020204544067382812,0.008064031600952148,1.9550323486328125e-05,LogisticRegression,,,,,,,0.0047692616695451506,0.07697990982879299,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
31,0,50,0.4153379201889038,0.010118603706359863,0.010109424591064453,4.76837158203125e-06,HistGradientBoostingClassifier,0.12056218135816456,13.0,0.661918643320414,366.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
32,0,50,0.3551706075668335,0.019179701805114746,0.009332537651062012,0.0012489557266235352,LogisticRegression,,,,,,,0.41025871954193993,0.8036720768991145,0.5719542505556238,0.21107062802466747,0.3915124392901456,0.18044181126547815,258,0.7320657959980985,0.17054221752815663,0.45130400676312754,0.28076178923497097,1,0.9665499514239517
33,0,50,0.8117220401763916,0.03032088279724121,0.035477280616760254,0.005091547966003418,RandomForestClassifier,,,0.8949522330269815,,0.3919105189047466,209.0,,,0.7215153008421025,0.5584403908234905,0.6399778458327965,0.08153745500930598,177,0.9330250341152236,0.9379228369755696,0.9354739355453966,0.002448901430172956,1,0.9665499514239517
34,0,50,0.3519066572189331,0.0151749849319458,0.004020214080810547,0.004020214080810547,LogisticRegression,,,,,,,0.008850868539251242,0.11005192452767676,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
35,0,50,0.3640536069869995,0.011156916618347168,0.0061261653900146484,0.004088640213012695,LogisticRegression,,,,,,,0.08698444266139754,0.0005203769953158188,0.5922730171829073,0.21107062802466747,0.40167182260378737,0.1906011945791199,252,0.5556950534971523,0.17054221752815663,0.36311863551265444,0.19257641798449784,1,0.9665499514239517
36,0,50,0.41992080211639404,0.03216350078582764,0.007654547691345215,0.002558588981628418,LogisticRegression,,,,,,,0.38085291222727685,0.006952130531190703,0.5719542505556238,0.3610513976905242,0.466502824123074,0.10545142643254979,229,0.7320657959980985,0.17054221752815663,0.45130400676312754,0.28076178923497097,1,0.9665499514239517
37,0,50,0.5026829242706299,0.015224456787109375,0.010181427001953125,4.76837158203125e-07,HistGradientBoostingClassifier,0.017629190389852972,4.0,0.20787883060031453,403.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
38,0,50,0.5129244327545166,0.0375821590423584,0.0162353515625,0.004056692123413086,HistGradientBoostingClassifier,0.0031354982326394333,4.0,0.602291801815607,463.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
39,0,50,1.3261669874191284,0.08633840084075928,0.05579328536987305,0.005095005035400391,RandomForestClassifier,,,0.9746038744488646,,0.9662025654479001,326.0,,,0.8194534941852035,0.5249458846568681,0.6721996894210358,0.14725380476416772,167,1.0,1.0,1.0,0.0,1,0.9665499514239517
40,0,50,2.951864004135132,0.18735671043395996,0.14103686809539795,0.00924837589263916,RandomForestClassifier,,,0.7410435309319978,,0.2332782369580599,997.0,,,0.7215153008421025,0.5584403908234905,0.6399778458327965,0.08153745500930598,177,0.9330250341152236,0.9379228369755696,0.9354739355453966,0.002448901430172956,1,0.9665499514239517
41,0,50,0.6515648365020752,0.020287513732910156,0.01523280143737793,0.005078792572021484,HistGradientBoostingClassifier,0.06678386223600702,8.0,0.14633087612499043,350.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
42,0,50,0.48814260959625244,0.041590332984924316,0.0050765275955200195,0.0030208826065063477,LogisticRegression,,,,,,,0.07930268081222305,0.6807054515547668,0.30327914679816576,0.0,0.15163957339908288,0.15163957339908288,294,0.3281650616569468,0.0,0.1640825308284734,0.1640825308284734,1,0.9665499514239517
43,0,50,0.5289528369903564,0.010330438613891602,0.0101470947265625,2.5510787963867188e-05,LogisticRegression,,,,,,,0.029046891761726777,0.9856504541106007,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
44,0,50,0.6822031736373901,0.061925292015075684,0.019283652305603027,0.009097695350646973,HistGradientBoostingClassifier,0.10304564751045694,11.0,0.3138737895931597,755.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
45,0,50,0.4975992441177368,0.05167496204376221,0.00609135627746582,0.004025697708129883,LogisticRegression,,,,,,,0.07818622730793937,0.6335297107608947,0.3669623340094638,0.0,0.1834811670047319,0.1834811670047319,290,0.3281650616569468,0.0,0.1640825308284734,0.1640825308284734,1,0.9665499514239517
46,0,50,0.7118303775787354,0.04077792167663574,0.025363683700561523,0.0050983428955078125,HistGradientBoostingClassifier,0.2801591918118608,12.0,0.23564578956888654,557.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
47,0,50,0.49590635299682617,0.0010361671447753906,0.010172486305236816,5.1140785217285156e-05,LogisticRegression,,,,,,,0.3746429084022037,0.32595890520188475,0.5132701190790695,0.2882230614245955,0.40074659025183246,0.11252352882723701,254,0.7320657959980985,0.17054221752815663,0.45130400676312754,0.28076178923497097,1,0.9665499514239517
48,0,50,0.620144248008728,0.019281983375549316,0.01667332649230957,0.0035734176635742188,HistGradientBoostingClassifier,0.1350434268447706,12.0,0.4137993885625565,186.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
49,0,50,0.5480636358261108,2.753734588623047e-05,0.010154366493225098,1.7881393432617188e-06,LogisticRegression,,,,,,,0.11738967125847038,0.3867353463005374,0.5376321716995366,0.23204216838059472,0.3848371700400657,0.15279500165947094,266,0.6130102982671872,0.049286405809014416,0.33114835203810083,0.28186194622908645,1,0.9665499514239517
50,0,50,2.334743618965149,0.11261212825775146,0.11246156692504883,0.0009095668792724609,RandomForestClassifier,,,0.8539390953165952,,0.7081211053353527,761.0,,,0.8194534941852035,0.6139733797956024,0.7167134369904029,0.10274005719480056,163,1.0,1.0,1.0,0.0,1,0.9665499514239517
51,0,50,1.4324606657028198,0.0010029077529907227,0.055715084075927734,0.01520538330078125,RandomForestClassifier,,,0.9322242564507065,,0.889605418042883,332.0,,,0.8194534941852035,0.5249458846568681,0.6721996894210358,0.14725380476416772,167,1.0,1.0,1.0,0.0,1,0.9665499514239517
52,0,50,1.3006452322006226,0.02942502498626709,0.06079137325286865,2.5033950805664062e-06,RandomForestClassifier,,,0.983951508996492,,0.5649723021439129,334.0,,,0.7633394452719086,0.5584403908234905,0.6608899180476995,0.10244952722420902,174,1.0,0.9379228369755696,0.9689614184877848,0.031038581512215224,1,0.9665499514239517
53,0,50,0.5133281946182251,0.01497352123260498,0.010156393051147461,1.7881393432617188e-05,LogisticRegression,,,,,,,0.0018619469423168176,0.8972157579533268,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
54,0,50,0.5224207639694214,0.04435837268829346,0.01013040542602539,8.106231689453125e-06,LogisticRegression,,,,,,,0.4433025086621844,0.18870710834137938,0.5719542505556238,0.3610513976905242,0.466502824123074,0.10545142643254979,229,0.7320657959980985,0.17054221752815663,0.45130400676312754,0.28076178923497097,1,0.9665499514239517
55,0,50,0.5231778621673584,0.015251636505126953,0.010125160217285156,2.86102294921875e-06,LogisticRegression,,,,,,,0.01098817609315078,0.7259556788702394,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
56,0,50,0.7832741737365723,0.011689901351928711,0.029863715171813965,0.0004929304122924805,HistGradientBoostingClassifier,0.3693967091114966,6.0,0.8989930888848638,865.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
57,0,50,0.5029041767120361,0.005057811737060547,0.010152220726013184,2.7060508728027344e-05,LogisticRegression,,,,,,,0.0029939941979550497,0.8985541885270792,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
58,0,50,2.128639340400696,0.06692826747894287,0.08617591857910156,0.0030057430267333984,RandomForestClassifier,,,0.10827734645496669,,0.1913243885794289,697.0,,,0.7215153008421025,0.5584403908234905,0.6399778458327965,0.08153745500930598,177,0.9330250341152236,0.9379228369755696,0.9354739355453966,0.002448901430172956,1,0.9665499514239517
59,0,50,0.5308387279510498,0.016733646392822266,0.009366035461425781,0.0030214786529541016,LogisticRegression,,,,,,,0.006988554257882763,0.30536386034439345,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
60,0,50,1.4125850200653076,0.021318674087524414,0.06997466087341309,0.009114980697631836,RandomForestClassifier,,,0.7227056779234239,,0.6867651335523405,301.0,,,0.7215153008421025,0.6139733797956024,0.6677443403188524,0.05377096052325003,170,1.0,1.0,1.0,0.0,1,0.9665499514239517
61,0,50,0.5313780307769775,0.024320602416992188,0.006079912185668945,0.004028797149658203,LogisticRegression,,,,,,,0.0011069099967359697,0.4938937151834346,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
62,0,50,0.7284072637557983,0.07923924922943115,0.0162351131439209,0.003998279571533203,HistGradientBoostingClassifier,0.14452582797146843,5.0,0.5882862074994094,557.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
63,0,50,3.0123379230499268,0.15729689598083496,0.15131032466888428,0.0008033514022827148,RandomForestClassifier,,,0.3386821309135529,,0.3195906790411752,975.0,,,0.7215153008421025,0.5584403908234905,0.6399778458327965,0.08153745500930598,177,0.9330250341152236,0.9379228369755696,0.9354739355453966,0.002448901430172956,1,0.9665499514239517
64,0,50,0.5596721172332764,0.030345678329467773,0.004035353660583496,0.004035353660583496,LogisticRegression,,,,,,,0.02850623921722934,0.906098787718554,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
65,0,50,0.6803199052810669,0.07208120822906494,0.016247272491455078,0.004044055938720703,HistGradientBoostingClassifier,0.24116844099663756,8.0,0.6192134961637232,543.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
66,0,50,0.5483192205429077,0.07211244106292725,0.009424328804016113,0.0007303953170776367,LogisticRegression,,,,,,,0.004815337663778154,0.4991933798847523,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
67,0,50,0.6334339380264282,0.025310397148132324,0.014160871505737305,0.004063844680786133,HistGradientBoostingClassifier,0.20103800195213772,1.0,0.9950954597176069,522.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
68,0,50,0.8195216655731201,0.05783724784851074,0.025339722633361816,0.005051732063293457,RandomForestClassifier,,,0.9233779511984037,,0.43314283022989997,113.0,,,0.7215153008421025,0.5584403908234905,0.6399778458327965,0.08153745500930598,177,0.9330250341152236,0.9379228369755696,0.9354739355453966,0.002448901430172956,1,0.9665499514239517
69,0,50,0.5388511419296265,0.008751988410949707,0.01048588752746582,0.00032639503479003906,LogisticRegression,,,,,,,0.01899602648731688,0.9666548190436696,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
70,0,50,0.5874565839767456,0.014062762260437012,0.015223979949951172,0.0050506591796875,HistGradientBoostingClassifier,0.8725537057488649,2.0,0.3751273173584637,271.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
71,0,50,0.5154320001602173,0.015211224555969238,0.00608670711517334,0.004030823707580566,LogisticRegression,,,,,,,0.008784768914127465,0.1694927466860925,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
72,0,50,0.5203864574432373,0.020267009735107422,0.01015615463256836,1.1920928955078125e-06,LogisticRegression,,,,,,,0.015060512426896612,0.8442131407263114,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
73,0,50,0.8219025135040283,0.055765628814697266,0.024323701858520508,0.006107330322265625,HistGradientBoostingClassifier,0.050787303961151796,2.0,0.6535065040292528,991.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
74,0,50,1.5906778573989868,0.06815826892852783,0.05168497562408447,0.0009633302688598633,RandomForestClassifier,,,0.3287472841627649,,0.3657615295770449,390.0,,,0.7215153008421025,0.5584403908234905,0.6399778458327965,0.08153745500930598,177,0.9330250341152236,0.9379228369755696,0.9354739355453966,0.002448901430172956,1,0.9665499514239517
75,0,50,0.5434529781341553,0.02793407440185547,0.006101846694946289,0.004045963287353516,LogisticRegression,,,,,,,0.002517510157392807,0.7089109969101186,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
76,0,50,0.6706297397613525,0.011187076568603516,0.020299911499023438,0.0,HistGradientBoostingClassifier,0.007473078760662317,12.0,0.8291020552112627,880.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
77,0,50,0.5225657224655151,0.005041003227233887,0.010129928588867188,1.4781951904296875e-05,LogisticRegression,,,,,,,0.0017191865352470068,0.005184862773986776,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
78,0,50,0.5286216735839844,0.02126169204711914,0.010132670402526855,3.230571746826172e-05,LogisticRegression,,,,,,,0.003754247646594654,0.07094091699992766,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
79,0,50,1.6222476959228516,0.09019589424133301,0.06997275352478027,0.0010833740234375,RandomForestClassifier,,,0.816213402492491,,0.9010048076358097,404.0,,,0.8194534941852035,0.5249458846568681,0.6721996894210358,0.14725380476416772,167,1.0,1.0,1.0,0.0,1,0.9665499514239517
80,0,50,0.9485409259796143,0.015244722366333008,0.030395984649658203,1.9788742065429688e-05,RandomForestClassifier,,,0.1845837458567821,,0.6204521268965566,132.0,,,0.7215153008421025,0.5584403908234905,0.6399778458327965,0.08153745500930598,177,1.0,0.9379228369755696,0.9689614184877848,0.031038581512215224,1,0.9665499514239517
81,0,50,0.563124418258667,0.03586912155151367,0.00886380672454834,0.0008023977279663086,LogisticRegression,,,,,,,0.002860367372271181,0.9818408883105311,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
82,0,50,0.8365122079849243,0.005069136619567871,0.024292826652526855,0.004044175148010254,RandomForestClassifier,,,0.6317499345121097,,0.1274502249451445,133.0,,,0.7633394452719086,0.5584403908234905,0.6608899180476995,0.10244952722420902,174,0.861904761904762,0.9379228369755696,0.8999137994401658,0.0380090375354038,1,0.9665499514239517
83,0,50,1.4450695514678955,0.005567073822021484,0.04724991321563721,0.005523085594177246,RandomForestClassifier,,,0.3729389632059006,,0.58337418447699,393.0,,,0.7215153008421025,0.5584403908234905,0.6399778458327965,0.08153745500930598,177,1.0,0.9379228369755696,0.9689614184877848,0.031038581512215224,1,0.9665499514239517
84,0,50,0.5820368528366089,0.024272799491882324,0.010106801986694336,1.3828277587890625e-05,LogisticRegression,,,,,,,0.0064139514919129784,0.9652518303907698,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
85,0,50,0.700859785079956,0.008852958679199219,0.02029728889465332,9.775161743164062e-06,HistGradientBoostingClassifier,0.0017644993939529103,1.0,0.5782191684113333,586.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
86,0,50,0.7191591262817383,0.02166604995727539,0.016228675842285156,0.004062652587890625,HistGradientBoostingClassifier,0.002547911573154311,2.0,0.972583180402743,743.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
87,0,50,0.5733729600906372,0.005136609077453613,0.01016855239868164,1.1920928955078125e-05,HistGradientBoostingClassifier,0.24179594370438345,4.0,0.4950742786350725,170.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
88,0,50,0.5086658000946045,0.06189560890197754,0.010135531425476074,3.2186508178710938e-06,LogisticRegression,,,,,,,0.0035042872232946935,0.08087296661719767,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
89,0,50,0.5908336639404297,0.02028369903564453,0.010668396949768066,0.0005415678024291992,HistGradientBoostingClassifier,0.1215601327796985,6.0,0.2559648880637612,240.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
90,0,50,1.3178274631500244,0.025609254837036133,0.03964948654174805,0.0008938312530517578,RandomForestClassifier,,,0.3158086232416629,,0.18448596107316256,264.0,,,0.7090607954866787,0.5584403908234905,0.6337505931550846,0.07531020233159408,202,0.9330250341152236,0.9379228369755696,0.9354739355453966,0.002448901430172956,1,0.9665499514239517
91,0,50,0.5181764364242554,0.002301335334777832,0.008083581924438477,1.049041748046875e-05,LogisticRegression,,,,,,,0.0067980607487027785,0.9548652806631941,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
92,0,50,0.5093153715133667,0.019219040870666504,0.014182329177856445,0.004024505615234375,HistGradientBoostingClassifier,0.0928543484737176,7.0,0.7570353849056367,142.0,,,,,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
93,0,50,0.8771322965621948,0.006582140922546387,0.028159379959106445,0.0022666454315185547,RandomForestClassifier,,,0.4203754107861355,,0.7820614994179322,112.0,,,0.7090607954866787,0.5249458846568681,0.6170033400717734,0.09205745541490529,216,1.0,1.0,1.0,0.0,1,0.9665499514239517
94,0,50,1.4614711999893188,0.079978346824646,0.05172526836395264,0.0010246038436889648,RandomForestClassifier,,,0.1826191592320977,,0.1847412894417041,380.0,,,0.7090607954866787,0.5584403908234905,0.6337505931550846,0.07531020233159408,202,0.861904761904762,0.9379228369755696,0.8999137994401658,0.0380090375354038,1,0.9665499514239517
95,0,50,1.0102899074554443,0.0039501190185546875,0.041553378105163574,0.0010513067245483398,RandomForestClassifier,,,0.7332920734420213,,0.5267564461785927,188.0,,,0.7090607954866787,0.5584403908234905,0.6337505931550846,0.07531020233159408,202,1.0,0.9379228369755696,0.9689614184877848,0.031038581512215224,1,0.9665499514239517
96,0,50,0.5078250169754028,0.031028151512145996,0.010136961936950684,1.4662742614746094e-05,LogisticRegression,,,,,,,0.02600112232134492,0.17320186991001518,0.0,0.0,0.0,0.0,297,0.0,0.0,0.0,0.0,1,0.9665499514239517
