train_sizes,train_scores_mean,train_scores_std,test_scores_mean,test_scores_std,fit_times_mean,fit_times_std,score_times_mean,score_times_std
1018,0.9848189074533193,0.000223165168868944,0.9458711401042839,0.0012542146715364133,1.6350961923599243,0.07210958003997803,0.19024252891540527,0.0016388893127441406
10182,0.9829211191400686,0.000275122946380546,0.9605069009467055,0.00021058087790115643,10.880919694900513,0.18916106224060059,0.23439979553222656,0.004300832748413086
